run,step,time,magnetization,coordination_level,invalid_count
3,252,5.04,-0.44,0.44,0
4,252,5.04,0.64,0.64,0
5,252,5.04,-0.36,0.36,0
6,252,5.04,-0.72,0.72,0
7,252,5.04,0.04,0.04,0
8,252,5.04,0.72,0.72,0
9,252,5.04,-0.72,0.72,0
10,252,5.04,0.32,0.32,0
11,252,5.04,0.4,0.4,0
12,252,5.04,-0.32,0.32,0
13,252,5.04,-0.84,0.84,0
14,252,5.04,-0.32,0.32,0
15,252,5.04,0.56,0.56,0
16,252,5.04,0.4,0.4,0
17,252,5.04,0.44,0.44,0
18,252,5.04,0.36,0.36,0
19,252,5.04,0.48,0.48,0
0,253,5.06,-0.84,0.84,0
1,253,5.06,0.52,0.52,0
2,253,5.06,-0.68,0.68,0
3,253,5.06,-0.44,0.44,0
4,253,5.06,0.64,0.64,0
5,253,5.06,-0.4,0.4,0
6,253,5.06,-0.68,0.68,0
7,253,5.06,0.08,0.08,0
8,253,5.06,0.72,0.72,0
9,253,5.06,-0.68,0.68,0
10,253,5.06,0.32,0.32,0
11,253,5.06,0.4,0.4,0
12,253,5.06,-0.32,0.32,0
13,253,5.06,-0.84,0.84,0
14,253,5.06,-0.28,0.28,0
15,253,5.06,0.56,0.56,0
16,253,5.06,0.36,0.36,0
17,253,5.06,0.44,0.44,0
18,253,5.06,0.36,0.36,0
19,253,5.06,0.48,0.48,0
0,254,5.08,-0.84,0.84,0
1,254,5.08,0.52,0.52,0
2,254,5.08,-0.68,0.68,0
3,254,5.08,-0.44,0.44,0
4,254,5.08,0.6,0.6,0
5,254,5.08,-0.44,0.44,0
6,254,5.08,-0.68,0.68,0
7,254,5.08,0.04,0.04,0
8,254,5.08,0.72,0.72,0
9,254,5.08,-0.68,0.68,0
10,254,5.08,0.32,0.32,0
11,254,5.08,0.4,0.4,0
12,254,5.08,-0.32,0.32,0
13,254,5.08,-0.88,0.88,0
14,254,5.08,-0.28,0.28,0
15,254,5.08,0.56,0.56,0
16,254,5.08,0.36,0.36,0
17,254,5.08,0.48,0.48,0
18,254,5.08,0.32,0.32,0
19,254,5.08,0.48,0.48,0
0,255,5.1,-0.84,0.84,0
1,255,5.1,0.52,0.52,0
2,255,5.1,-0.68,0.68,0
3,255,5.1,-0.44,0.44,0
4,255,5.1,0.64,0.64,0
5,255,5.1,-0.44,0.44,0
6,255,5.1,-0.68,0.68,0
7,255,5.1,0.0,0.0,0
8,255,5.1,0.72,0.72,0
9,255,5.1,-0.68,0.68,0
10,255,5.1,0.28,0.28,0
11,255,5.1,0.4,0.4,0
12,255,5.1,-0.36,0.36,0
13,255,5.1,-0.88,0.88,0
14,255,5.1,-0.32,0.32,0
15,255,5.1,0.56,0.56,0
16,255,5.1,0.4,0.4,0
17,255,5.1,0.52,0.52,0
18,255,5.1,0.28,0.28,0
19,255,5.1,0.48,0.48,0
0,256,5.12,-0.84,0.84,0
1,256,5.12,0.52,0.52,0
2,256,5.12,-0.68,0.68,0
3,256,5.12,-0.44,0.44,0
4,256,5.12,0.64,0.64,0
5,256,5.12,-0.48,0.48,0
6,256,5.12,-0.68,0.68,0
7,256,5.12,0.0,0.0,0
8,256,5.12,0.68,0.68,0
9,256,5.12,-0.68,0.68,0
10,256,5.12,0.32,0.32,0
11,256,5.12,0.4,0.4,0
12,256,5.12,-0.36,0.36,0
13,256,5.12,-0.88,0.88,0
14,256,5.12,-0.36,0.36,0
15,256,5.12,0.52,0.52,0
16,256,5.12,0.4,0.4,0
17,256,5.12,0.52,0.52,0
18,256,5.12,0.28,0.28,0
19,256,5.12,0.44,0.44,0
0,257,5.14,-0.88,0.88,0
1,257,5.14,0.56,0.56,0
2,257,5.14,-0.72,0.72,0
3,257,5.14,-0.4,0.4,0
4,257,5.14,0.68,0.68,0
5,257,5.14,-0.52,0.52,0
6,257,5.14,-0.68,0.68,0
7,257,5.14,0.04,0.04,0
8,257,5.14,0.64,0.64,0
9,257,5.14,-0.68,0.68,0
10,257,5.14,0.32,0.32,0
11,257,5.14,0.4,0.4,0
12,257,5.14,-0.32,0.32,0
13,257,5.14,-0.88,0.88,0
14,257,5.14,-0.36,0.36,0
15,257,5.14,0.48,0.48,0
16,257,5.14,0.4,0.4,0
17,257,5.14,0.56,0.56,0
18,257,5.14,0.28,0.28,0
19,257,5.14,0.44,0.44,0
0,258,5.16,-0.88,0.88,0
1,258,5.16,0.56,0.56,0
2,258,5.16,-0.68,0.68,0
3,258,5.16,-0.44,0.44,0
4,258,5.16,0.72,0.72,0
5,258,5.16,-0.52,0.52,0
6,258,5.16,-0.68,0.68,0
7,258,5.16,0.04,0.04,0
8,258,5.16,0.64,0.64,0
9,258,5.16,-0.68,0.68,0
10,258,5.16,0.32,0.32,0
11,258,5.16,0.4,0.4,0
12,258,5.16,-0.32,0.32,0
13,258,5.16,-0.84,0.84,0
14,258,5.16,-0.36,0.36,0
15,258,5.16,0.48,0.48,0
16,258,5.16,0.44,0.44,0
17,258,5.16,0.56,0.56,0
18,258,5.16,0.32,0.32,0
19,258,5.16,0.44,0.44,0
0,259,5.18,-0.88,0.88,0
1,259,5.18,0.56,0.56,0
2,259,5.18,-0.68,0.68,0
3,259,5.18,-0.44,0.44,0
4,259,5.18,0.72,0.72,0
5,259,5.18,-0.56,0.56,0
6,259,5.18,-0.68,0.68,0
7,259,5.18,0.04,0.04,0
8,259,5.18,0.6,0.6,0
9,259,5.18,-0.68,0.68,0
10,259,5.18,0.32,0.32,0
11,259,5.18,0.44,0.44,0
12,259,5.18,-0.32,0.32,0
13,259,5.18,-0.84,0.84,0
14,259,5.18,-0.36,0.36,0
15,259,5.18,0.48,0.48,0
16,259,5.18,0.44,0.44,0
17,259,5.18,0.6,0.6,0
18,259,5.18,0.32,0.32,0
19,259,5.18,0.4,0.4,0
0,260,5.2,-0.88,0.88,0
1,260,5.2,0.56,0.56,0
2,260,5.2,-0.68,0.68,0
3,260,5.2,-0.48,0.48,0
4,260,5.2,0.76,0.76,0
5,260,5.2,-0.56,0.56,0
6,260,5.2,-0.68,0.68,0
7,260,5.2,0.04,0.04,0
8,260,5.2,0.56,0.56,0
9,260,5.2,-0.64,0.64,0
10,260,5.2,0.32,0.32,0
11,260,5.2,0.44,0.44,0
12,260,5.2,-0.28,0.28,0
13,260,5.2,-0.84,0.84,0
14,260,5.2,-0.32,0.32,0
15,260,5.2,0.48,0.48,0
16,260,5.2,0.44,0.44,0
17,260,5.2,0.6,0.6,0
18,260,5.2,0.28,0.28,0
19,260,5.2,0.4,0.4,0
0,261,5.22,-0.88,0.88,0
1,261,5.22,0.56,0.56,0
2,261,5.22,-0.68,0.68,0
3,261,5.22,-0.48,0.48,0
4,261,5.22,0.76,0.76,0
5,261,5.22,-0.56,0.56,0
6,261,5.22,-0.68,0.68,0
7,261,5.22,0.04,0.04,0
8,261,5.22,0.52,0.52,0
9,261,5.22,-0.6,0.6,0
10,261,5.22,0.32,0.32,0
11,261,5.22,0.44,0.44,0
12,261,5.22,-0.32,0.32,0
13,261,5.22,-0.84,0.84,0
14,261,5.22,-0.32,0.32,0
15,261,5.22,0.52,0.52,0
16,261,5.22,0.48,0.48,0
17,261,5.22,0.64,0.64,0
18,261,5.22,0.28,0.28,0
19,261,5.22,0.4,0.4,0
0,262,5.24,-0.88,0.88,0
1,262,5.24,0.56,0.56,0
2,262,5.24,-0.68,0.68,0
3,262,5.24,-0.52,0.52,0
4,262,5.24,0.76,0.76,0
5,262,5.24,-0.56,0.56,0
6,262,5.24,-0.64,0.64,0
7,262,5.24,0.08,0.08,0
8,262,5.24,0.52,0.52,0
9,262,5.24,-0.56,0.56,0
10,262,5.24,0.32,0.32,0
11,262,5.24,0.4,0.4,0
12,262,5.24,-0.32,0.32,0
13,262,5.24,-0.88,0.88,0
14,262,5.24,-0.32,0.32,0
15,262,5.24,0.56,0.56,0
16,262,5.24,0.44,0.44,0
17,262,5.24,0.6,0.6,0
18,262,5.24,0.28,0.28,0
19,262,5.24,0.4,0.4,0
0,263,5.26,-0.88,0.88,0
1,263,5.26,0.56,0.56,0
2,263,5.26,-0.68,0.68,0
3,263,5.26,-0.56,0.56,0
4,263,5.26,0.76,0.76,0
5,263,5.26,-0.56,0.56,0
6,263,5.26,-0.64,0.64,0
7,263,5.26,0.12,0.12,0
8,263,5.26,0.52,0.52,0
9,263,5.26,-0.56,0.56,0
10,263,5.26,0.32,0.32,0
11,263,5.26,0.4,0.4,0
12,263,5.26,-0.28,0.28,0
13,263,5.26,-0.88,0.88,0
14,263,5.26,-0.32,0.32,0
15,263,5.26,0.56,0.56,0
16,263,5.26,0.44,0.44,0
17,263,5.26,0.6,0.6,0
18,263,5.26,0.28,0.28,0
19,263,5.26,0.44,0.44,0
0,264,5.28,-0.88,0.88,0
1,264,5.28,0.56,0.56,0
2,264,5.28,-0.64,0.64,0
3,264,5.28,-0.6,0.6,0
4,264,5.28,0.72,0.72,0
5,264,5.28,-0.56,0.56,0
6,264,5.28,-0.64,0.64,0
7,264,5.28,0.16,0.16,0
8,264,5.28,0.56,0.56,0
9,264,5.28,-0.56,0.56,0
10,264,5.28,0.32,0.32,0
11,264,5.28,0.36,0.36,0
12,264,5.28,-0.32,0.32,0
13,264,5.28,-0.88,0.88,0
14,264,5.28,-0.32,0.32,0
15,264,5.28,0.56,0.56,0
16,264,5.28,0.48,0.48,0
17,264,5.28,0.6,0.6,0
18,264,5.28,0.32,0.32,0
19,264,5.28,0.44,0.44,0
0,265,5.3,-0.88,0.88,0
1,265,5.3,0.56,0.56,0
2,265,5.3,-0.6,0.6,0
3,265,5.3,-0.6,0.6,0
4,265,5.3,0.72,0.72,0
5,265,5.3,-0.56,0.56,0
6,265,5.3,-0.64,0.64,0
7,265,5.3,0.16,0.16,0
8,265,5.3,0.52,0.52,0
9,265,5.3,-0.6,0.6,0
10,265,5.3,0.32,0.32,0
11,265,5.3,0.36,0.36,0
12,265,5.3,-0.36,0.36,0
13,265,5.3,-0.88,0.88,0
14,265,5.3,-0.36,0.36,0
15,265,5.3,0.56,0.56,0
16,265,5.3,0.44,0.44,0
17,265,5.3,0.6,0.6,0
18,265,5.3,0.36,0.36,0
19,265,5.3,0.48,0.48,0
0,266,5.32,-0.84,0.84,0
1,266,5.32,0.56,0.56,0
2,266,5.32,-0.6,0.6,0
3,266,5.32,-0.6,0.6,0
4,266,5.32,0.72,0.72,0
5,266,5.32,-0.56,0.56,0
6,266,5.32,-0.6,0.6,0
7,266,5.32,0.2,0.2,0
8,266,5.32,0.56,0.56,0
9,266,5.32,-0.6,0.6,0
10,266,5.32,0.28,0.28,0
11,266,5.32,0.36,0.36,0
12,266,5.32,-0.36,0.36,0
13,266,5.32,-0.88,0.88,0
14,266,5.32,-0.36,0.36,0
15,266,5.32,0.6,0.6,0
16,266,5.32,0.44,0.44,0
17,266,5.32,0.56,0.56,0
18,266,5.32,0.4,0.4,0
19,266,5.32,0.44,0.44,0
0,267,5.34,-0.84,0.84,0
1,267,5.34,0.52,0.52,0
2,267,5.34,-0.6,0.6,0
3,267,5.34,-0.6,0.6,0
4,267,5.34,0.72,0.72,0
5,267,5.34,-0.52,0.52,0
6,267,5.34,-0.56,0.56,0
7,267,5.34,0.16,0.16,0
8,267,5.34,0.56,0.56,0
9,267,5.34,-0.6,0.6,0
10,267,5.34,0.24,0.24,0
11,267,5.34,0.4,0.4,0
12,267,5.34,-0.4,0.4,0
13,267,5.34,-0.88,0.88,0
14,267,5.34,-0.32,0.32,0
15,267,5.34,0.6,0.6,0
16,267,5.34,0.48,0.48,0
17,267,5.34,0.56,0.56,0
18,267,5.34,0.4,0.4,0
19,267,5.34,0.4,0.4,0
0,268,5.36,-0.84,0.84,0
1,268,5.36,0.52,0.52,0
2,268,5.36,-0.64,0.64,0
3,268,5.36,-0.64,0.64,0
4,268,5.36,0.72,0.72,0
5,268,5.36,-0.52,0.52,0
6,268,5.36,-0.56,0.56,0
7,268,5.36,0.12,0.12,0
8,268,5.36,0.6,0.6,0
9,268,5.36,-0.6,0.6,0
10,268,5.36,0.24,0.24,0
11,268,5.36,0.36,0.36,0
12,268,5.36,-0.4,0.4,0
13,268,5.36,-0.88,0.88,0
14,268,5.36,-0.32,0.32,0
15,268,5.36,0.56,0.56,0
16,268,5.36,0.48,0.48,0
17,268,5.36,0.56,0.56,0
18,268,5.36,0.44,0.44,0
19,268,5.36,0.36,0.36,0
0,269,5.38,-0.8,0.8,0
1,269,5.38,0.52,0.52,0
2,269,5.38,-0.64,0.64,0
3,269,5.38,-0.64,0.64,0
4,269,5.38,0.72,0.72,0
5,269,5.38,-0.52,0.52,0
6,269,5.38,-0.6,0.6,0
7,269,5.38,0.08,0.08,0
8,269,5.38,0.56,0.56,0
9,269,5.38,-0.6,0.6,0
10,269,5.38,0.28,0.28,0
11,269,5.38,0.32,0.32,0
12,269,5.38,-0.44,0.44,0
13,269,5.38,-0.88,0.88,0
14,269,5.38,-0.32,0.32,0
15,269,5.38,0.56,0.56,0
16,269,5.38,0.48,0.48,0
17,269,5.38,0.6,0.6,0
18,269,5.38,0.44,0.44,0
19,269,5.38,0.36,0.36,0
0,270,5.4,-0.8,0.8,0
1,270,5.4,0.52,0.52,0
2,270,5.4,-0.64,0.64,0
3,270,5.4,-0.64,0.64,0
4,270,5.4,0.76,0.76,0
5,270,5.4,-0.56,0.56,0
6,270,5.4,-0.6,0.6,0
7,270,5.4,0.04,0.04,0
8,270,5.4,0.56,0.56,0
9,270,5.4,-0.6,0.6,0
10,270,5.4,0.24,0.24,0
11,270,5.4,0.32,0.32,0
12,270,5.4,-0.44,0.44,0
13,270,5.4,-0.88,0.88,0
14,270,5.4,-0.36,0.36,0
15,270,5.4,0.56,0.56,0
16,270,5.4,0.48,0.48,0
17,270,5.4,0.64,0.64,0
18,270,5.4,0.48,0.48,0
19,270,5.4,0.36,0.36,0
0,271,5.42,-0.84,0.84,0
1,271,5.42,0.52,0.52,0
2,271,5.42,-0.64,0.64,0
3,271,5.42,-0.64,0.64,0
4,271,5.42,0.76,0.76,0
5,271,5.42,-0.56,0.56,0
6,271,5.42,-0.56,0.56,0
7,271,5.42,0.04,0.04,0
8,271,5.42,0.56,0.56,0
9,271,5.42,-0.6,0.6,0
10,271,5.42,0.28,0.28,0
11,271,5.42,0.36,0.36,0
12,271,5.42,-0.48,0.48,0
13,271,5.42,-0.88,0.88,0
14,271,5.42,-0.36,0.36,0
15,271,5.42,0.6,0.6,0
16,271,5.42,0.52,0.52,0
17,271,5.42,0.64,0.64,0
18,271,5.42,0.48,0.48,0
19,271,5.42,0.4,0.4,0
0,272,5.44,-0.84,0.84,0
1,272,5.44,0.52,0.52,0
2,272,5.44,-0.68,0.68,0
3,272,5.44,-0.64,0.64,0
4,272,5.44,0.76,0.76,0
5,272,5.44,-0.56,0.56,0
6,272,5.44,-0.56,0.56,0
7,272,5.44,0.04,0.04,0
8,272,5.44,0.6,0.6,0
9,272,5.44,-0.6,0.6,0
10,272,5.44,0.24,0.24,0
11,272,5.44,0.36,0.36,0
12,272,5.44,-0.52,0.52,0
13,272,5.44,-0.84,0.84,0
14,272,5.44,-0.32,0.32,0
15,272,5.44,0.64,0.64,0
16,272,5.44,0.52,0.52,0
17,272,5.44,0.64,0.64,0
18,272,5.44,0.48,0.48,0
19,272,5.44,0.36,0.36,0
0,273,5.46,-0.8,0.8,0
1,273,5.46,0.56,0.56,0
2,273,5.46,-0.64,0.64,0
3,273,5.46,-0.64,0.64,0
4,273,5.46,0.76,0.76,0
5,273,5.46,-0.56,0.56,0
6,273,5.46,-0.6,0.6,0
7,273,5.46,0.04,0.04,0
8,273,5.46,0.56,0.56,0
9,273,5.46,-0.6,0.6,0
10,273,5.46,0.24,0.24,0
11,273,5.46,0.36,0.36,0
12,273,5.46,-0.52,0.52,0
13,273,5.46,-0.8,0.8,0
14,273,5.46,-0.32,0.32,0
15,273,5.46,0.64,0.64,0
16,273,5.46,0.56,0.56,0
17,273,5.46,0.64,0.64,0
18,273,5.46,0.52,0.52,0
19,273,5.46,0.36,0.36,0
0,274,5.48,-0.84,0.84,0
1,274,5.48,0.56,0.56,0
2,274,5.48,-0.64,0.64,0
3,274,5.48,-0.64,0.64,0
4,274,5.48,0.76,0.76,0
5,274,5.48,-0.56,0.56,0
6,274,5.48,-0.6,0.6,0
7,274,5.48,0.04,0.04,0
8,274,5.48,0.6,0.6,0
9,274,5.48,-0.6,0.6,0
10,274,5.48,0.24,0.24,0
11,274,5.48,0.32,0.32,0
12,274,5.48,-0.48,0.48,0
13,274,5.48,-0.8,0.8,0
14,274,5.48,-0.36,0.36,0
15,274,5.48,0.64,0.64,0
16,274,5.48,0.56,0.56,0
17,274,5.48,0.64,0.64,0
18,274,5.48,0.56,0.56,0
19,274,5.48,0.36,0.36,0
0,275,5.5,-0.84,0.84,0
1,275,5.5,0.56,0.56,0
2,275,5.5,-0.64,0.64,0
3,275,5.5,-0.64,0.64,0
4,275,5.5,0.8,0.8,0
5,275,5.5,-0.56,0.56,0
6,275,5.5,-0.6,0.6,0
7,275,5.5,0.04,0.04,0
8,275,5.5,0.56,0.56,0
9,275,5.5,-0.6,0.6,0
10,275,5.5,0.2,0.2,0
11,275,5.5,0.36,0.36,0
12,275,5.5,-0.48,0.48,0
13,275,5.5,-0.8,0.8,0
14,275,5.5,-0.4,0.4,0
15,275,5.5,0.64,0.64,0
16,275,5.5,0.56,0.56,0
17,275,5.5,0.68,0.68,0
18,275,5.5,0.56,0.56,0
19,275,5.5,0.36,0.36,0
0,276,5.52,-0.84,0.84,0
1,276,5.52,0.56,0.56,0
2,276,5.52,-0.64,0.64,0
3,276,5.52,-0.64,0.64,0
4,276,5.52,0.8,0.8,0
5,276,5.52,-0.56,0.56,0
6,276,5.52,-0.6,0.6,0
7,276,5.52,0.0,0.0,0
8,276,5.52,0.56,0.56,0
9,276,5.52,-0.6,0.6,0
10,276,5.52,0.2,0.2,0
11,276,5.52,0.4,0.4,0
12,276,5.52,-0.48,0.48,0
13,276,5.52,-0.8,0.8,0
14,276,5.52,-0.4,0.4,0
15,276,5.52,0.64,0.64,0
16,276,5.52,0.56,0.56,0
17,276,5.52,0.68,0.68,0
18,276,5.52,0.56,0.56,0
19,276,5.52,0.36,0.36,0
0,277,5.54,-0.84,0.84,0
1,277,5.54,0.6,0.6,0
2,277,5.54,-0.64,0.64,0
3,277,5.54,-0.64,0.64,0
4,277,5.54,0.84,0.84,0
5,277,5.54,-0.52,0.52,0
6,277,5.54,-0.56,0.56,0
7,277,5.54,0.0,0.0,0
8,277,5.54,0.56,0.56,0
9,277,5.54,-0.6,0.6,0
10,277,5.54,0.2,0.2,0
11,277,5.54,0.44,0.44,0
12,277,5.54,-0.48,0.48,0
13,277,5.54,-0.8,0.8,0
14,277,5.54,-0.4,0.4,0
15,277,5.54,0.64,0.64,0
16,277,5.54,0.52,0.52,0
17,277,5.54,0.72,0.72,0
18,277,5.54,0.56,0.56,0
19,277,5.54,0.4,0.4,0
0,278,5.56,-0.84,0.84,0
1,278,5.56,0.6,0.6,0
2,278,5.56,-0.64,0.64,0
3,278,5.56,-0.64,0.64,0
4,278,5.56,0.84,0.84,0
5,278,5.56,-0.52,0.52,0
6,278,5.56,-0.56,0.56,0
7,278,5.56,0.0,0.0,0
8,278,5.56,0.6,0.6,0
9,278,5.56,-0.6,0.6,0
10,278,5.56,0.2,0.2,0
11,278,5.56,0.44,0.44,0
12,278,5.56,-0.48,0.48,0
13,278,5.56,-0.8,0.8,0
14,278,5.56,-0.4,0.4,0
15,278,5.56,0.64,0.64,0
16,278,5.56,0.48,0.48,0
17,278,5.56,0.72,0.72,0
18,278,5.56,0.52,0.52,0
19,278,5.56,0.4,0.4,0
0,279,5.58,-0.84,0.84,0
1,279,5.58,0.6,0.6,0
2,279,5.58,-0.64,0.64,0
3,279,5.58,-0.64,0.64,0
4,279,5.58,0.84,0.84,0
5,279,5.58,-0.56,0.56,0
6,279,5.58,-0.56,0.56,0
7,279,5.58,0.0,0.0,0
8,279,5.58,0.56,0.56,0
9,279,5.58,-0.6,0.6,0
10,279,5.58,0.16,0.16,0
11,279,5.58,0.44,0.44,0
12,279,5.58,-0.48,0.48,0
13,279,5.58,-0.8,0.8,0
14,279,5.58,-0.4,0.4,0
15,279,5.58,0.64,0.64,0
16,279,5.58,0.48,0.48,0
17,279,5.58,0.68,0.68,0
18,279,5.58,0.52,0.52,0
19,279,5.58,0.4,0.4,0
0,280,5.6,-0.84,0.84,0
1,280,5.6,0.6,0.6,0
2,280,5.6,-0.64,0.64,0
3,280,5.6,-0.68,0.68,0
4,280,5.6,0.84,0.84,0
5,280,5.6,-0.52,0.52,0
6,280,5.6,-0.56,0.56,0
7,280,5.6,0.04,0.04,0
8,280,5.6,0.56,0.56,0
9,280,5.6,-0.6,0.6,0
10,280,5.6,0.12,0.12,0
11,280,5.6,0.4,0.4,0
12,280,5.6,-0.48,0.48,0
13,280,5.6,-0.84,0.84,0
14,280,5.6,-0.44,0.44,0
15,280,5.6,0.64,0.64,0
16,280,5.6,0.44,0.44,0
17,280,5.6,0.68,0.68,0
18,280,5.6,0.56,0.56,0
19,280,5.6,0.4,0.4,0
0,281,5.62,-0.84,0.84,0
1,281,5.62,0.64,0.64,0
2,281,5.62,-0.64,0.64,0
3,281,5.62,-0.72,0.72,0
4,281,5.62,0.8,0.8,0
5,281,5.62,-0.52,0.52,0
6,281,5.62,-0.52,0.52,0
7,281,5.62,0.04,0.04,0
8,281,5.62,0.56,0.56,0
9,281,5.62,-0.6,0.6,0
10,281,5.62,0.08,0.08,0
11,281,5.62,0.36,0.36,0
12,281,5.62,-0.52,0.52,0
13,281,5.62,-0.84,0.84,0
14,281,5.62,-0.48,0.48,0
15,281,5.62,0.64,0.64,0
16,281,5.62,0.4,0.4,0
17,281,5.62,0.68,0.68,0
18,281,5.62,0.56,0.56,0
19,281,5.62,0.44,0.44,0
0,282,5.64,-0.84,0.84,0
1,282,5.64,0.64,0.64,0
2,282,5.64,-0.6,0.6,0
3,282,5.64,-0.72,0.72,0
4,282,5.64,0.8,0.8,0
5,282,5.64,-0.52,0.52,0
6,282,5.64,-0.56,0.56,0
7,282,5.64,0.08,0.08,0
8,282,5.64,0.52,0.52,0
9,282,5.64,-0.6,0.6,0
10,282,5.64,0.08,0.08,0
11,282,5.64,0.32,0.32,0
12,282,5.64,-0.56,0.56,0
13,282,5.64,-0.84,0.84,0
14,282,5.64,-0.48,0.48,0
15,282,5.64,0.68,0.68,0
16,282,5.64,0.4,0.4,0
17,282,5.64,0.64,0.64,0
18,282,5.64,0.6,0.6,0
19,282,5.64,0.44,0.44,0
0,283,5.66,-0.84,0.84,0
1,283,5.66,0.6,0.6,0
2,283,5.66,-0.6,0.6,0
3,283,5.66,-0.68,0.68,0
4,283,5.66,0.8,0.8,0
5,283,5.66,-0.48,0.48,0
6,283,5.66,-0.56,0.56,0
7,283,5.66,0.04,0.04,0
8,283,5.66,0.52,0.52,0
9,283,5.66,-0.56,0.56,0
10,283,5.66,0.08,0.08,0
11,283,5.66,0.36,0.36,0
12,283,5.66,-0.56,0.56,0
13,283,5.66,-0.88,0.88,0
14,283,5.66,-0.52,0.52,0
15,283,5.66,0.72,0.72,0
16,283,5.66,0.36,0.36,0
17,283,5.66,0.68,0.68,0
18,283,5.66,0.6,0.6,0
19,283,5.66,0.44,0.44,0
0,284,5.68,-0.8,0.8,0
1,284,5.68,0.6,0.6,0
2,284,5.68,-0.6,0.6,0
3,284,5.68,-0.68,0.68,0
4,284,5.68,0.84,0.84,0
5,284,5.68,-0.48,0.48,0
6,284,5.68,-0.56,0.56,0
7,284,5.68,0.04,0.04,0
8,284,5.68,0.52,0.52,0
9,284,5.68,-0.56,0.56,0
10,284,5.68,0.12,0.12,0
11,284,5.68,0.36,0.36,0
12,284,5.68,-0.56,0.56,0
13,284,5.68,-0.88,0.88,0
14,284,5.68,-0.52,0.52,0
15,284,5.68,0.72,0.72,0
16,284,5.68,0.36,0.36,0
17,284,5.68,0.68,0.68,0
18,284,5.68,0.56,0.56,0
19,284,5.68,0.44,0.44,0
0,285,5.7,-0.84,0.84,0
1,285,5.7,0.6,0.6,0
2,285,5.7,-0.56,0.56,0
3,285,5.7,-0.72,0.72,0
4,285,5.7,0.84,0.84,0
5,285,5.7,-0.52,0.52,0
6,285,5.7,-0.6,0.6,0
7,285,5.7,0.04,0.04,0
8,285,5.7,0.52,0.52,0
9,285,5.7,-0.6,0.6,0
10,285,5.7,0.16,0.16,0
11,285,5.7,0.36,0.36,0
12,285,5.7,-0.56,0.56,0
13,285,5.7,-0.88,0.88,0
14,285,5.7,-0.52,0.52,0
15,285,5.7,0.76,0.76,0
16,285,5.7,0.36,0.36,0
17,285,5.7,0.68,0.68,0
18,285,5.7,0.6,0.6,0
19,285,5.7,0.4,0.4,0
0,286,5.72,-0.84,0.84,0
1,286,5.72,0.6,0.6,0
2,286,5.72,-0.56,0.56,0
3,286,5.72,-0.72,0.72,0
4,286,5.72,0.84,0.84,0
5,286,5.72,-0.48,0.48,0
6,286,5.72,-0.6,0.6,0
7,286,5.72,0.08,0.08,0
8,286,5.72,0.52,0.52,0
9,286,5.72,-0.6,0.6,0
10,286,5.72,0.16,0.16,0
11,286,5.72,0.4,0.4,0
12,286,5.72,-0.52,0.52,0
13,286,5.72,-0.88,0.88,0
14,286,5.72,-0.56,0.56,0
15,286,5.72,0.76,0.76,0
16,286,5.72,0.4,0.4,0
17,286,5.72,0.68,0.68,0
18,286,5.72,0.64,0.64,0
19,286,5.72,0.4,0.4,0
0,287,5.74,-0.84,0.84,0
1,287,5.74,0.6,0.6,0
2,287,5.74,-0.52,0.52,0
3,287,5.74,-0.72,0.72,0
4,287,5.74,0.84,0.84,0
5,287,5.74,-0.48,0.48,0
6,287,5.74,-0.6,0.6,0
7,287,5.74,0.08,0.08,0
8,287,5.74,0.52,0.52,0
9,287,5.74,-0.6,0.6,0
10,287,5.74,0.16,0.16,0
11,287,5.74,0.4,0.4,0
12,287,5.74,-0.56,0.56,0
13,287,5.74,-0.88,0.88,0
14,287,5.74,-0.56,0.56,0
15,287,5.74,0.8,0.8,0
16,287,5.74,0.4,0.4,0
17,287,5.74,0.72,0.72,0
18,287,5.74,0.64,0.64,0
19,287,5.74,0.4,0.4,0
0,288,5.76,-0.8,0.8,0
1,288,5.76,0.6,0.6,0
2,288,5.76,-0.56,0.56,0
3,288,5.76,-0.68,0.68,0
4,288,5.76,0.84,0.84,0
5,288,5.76,-0.52,0.52,0
6,288,5.76,-0.6,0.6,0
7,288,5.76,0.12,0.12,0
8,288,5.76,0.48,0.48,0
9,288,5.76,-0.6,0.6,0
10,288,5.76,0.16,0.16,0
11,288,5.76,0.4,0.4,0
12,288,5.76,-0.56,0.56,0
13,288,5.76,-0.88,0.88,0
14,288,5.76,-0.56,0.56,0
15,288,5.76,0.8,0.8,0
16,288,5.76,0.4,0.4,0
17,288,5.76,0.72,0.72,0
18,288,5.76,0.64,0.64,0
19,288,5.76,0.44,0.44,0
0,289,5.78,-0.8,0.8,0
1,289,5.78,0.64,0.64,0
2,289,5.78,-0.56,0.56,0
3,289,5.78,-0.68,0.68,0
4,289,5.78,0.84,0.84,0
5,289,5.78,-0.48,0.48,0
6,289,5.78,-0.6,0.6,0
7,289,5.78,0.12,0.12,0
8,289,5.78,0.48,0.48,0
9,289,5.78,-0.56,0.56,0
10,289,5.78,0.2,0.2,0
11,289,5.78,0.36,0.36,0
12,289,5.78,-0.56,0.56,0
13,289,5.78,-0.88,0.88,0
14,289,5.78,-0.56,0.56,0
15,289,5.78,0.8,0.8,0
16,289,5.78,0.4,0.4,0
17,289,5.78,0.72,0.72,0
18,289,5.78,0.64,0.64,0
19,289,5.78,0.44,0.44,0
