model_label,q,n_display,n_valid,design_points,beta_m1,beta_ci_lo,beta_ci_hi,p_leader_smallest_lead,n_informative_points,beta_is_lower_bound,beta_c,beta_over_beta_c,rmse
gemma4_E4B_it,5,199,1650,11,8.951223994786224,8.340541777124434,9.566290090505586,0.2866666666666667,6,False,1.8483924814931874,4.842707425186643,0.0161377505813823
gemma4_E4B_it,5,399,1650,11,8.46507030913709,7.82942681174038,9.131003250530231,0.26666666666666666,6,False,1.8483924814931874,4.579693108413182,0.0203878286625733
gemma4_E4B_it,5,799,1650,11,8.710611051774123,8.11947279138002,9.420183761050918,0.24666666666666667,6,False,1.8483924814931874,4.712533262815172,0.0197655225583503
gemma4_E4B_it,10,24,1200,8,18.482178307937918,17.23709587731788,20.236716815467293,0.56,3,False,2.471877649503247,7.476979417509654,0.0118409402694507
gemma4_E4B_it,10,49,1650,11,16.372497649515218,15.509692741348479,17.76607200235729,0.20666666666666667,6,False,2.471877649503247,6.623506488197531,0.0185760363846226
gemma4_E4B_it,10,99,1650,11,14.017629281672253,13.217668248481964,14.85684412825339,0.2,5,False,2.471877649503247,5.670842682884916,0.0136391475455736
gemma4_E4B_it,10,199,1650,11,14.193728542453092,13.425577948387739,15.122087610393786,0.23333333333333334,5,False,2.471877649503247,5.742083773970565,0.0265337444168482
gemma4_E4B_it,10,399,1650,11,14.11396773445949,13.293288982136774,14.961065606713184,0.15333333333333332,6,False,2.471877649503247,5.70981647788913,0.0271725347365221
gemma4_E4B_it,10,799,1650,11,12.713990258491485,11.95071861345039,13.640740658077917,0.18666666666666668,7,False,2.471877649503247,5.143454515657971,0.0274812663934346
gemma4_E4B_it,25,49,1500,10,28.313340441157983,26.51241106085062,30.47952532734223,0.21333333333333335,5,False,3.3162300838413348,8.537809417723333,0.0438664878907775
gemma4_E4B_it,25,99,1650,11,30.34585112358193,28.42158031229038,32.68955147608666,0.17333333333333334,4,False,3.3162300838413348,9.150707386512519,0.025066896713733
gemma4_E4B_it,25,199,1650,11,27.977221089634657,25.739295512008823,30.252568793802627,0.19333333333333333,4,False,3.3162300838413348,8.436453557898918,0.0339846859480592
gemma4_E4B_it,25,399,1650,11,26.930381411198585,25.17225673510164,28.693674235014644,0.2,4,False,3.3162300838413348,8.120781951294509,0.0212541456235231
gemma4_E4B_it,25,799,1650,11,27.832311313363498,25.53318369610085,30.09279636340502,0.21333333333333335,5,False,3.3162300838413348,8.392756416081996,0.0180062777398477
gemma4_E4B_it,50,99,1650,11,45.78297868004286,43.099788809641154,48.73403854670961,0.04666666666666667,5,False,3.9728998876545973,11.523818866493224,0.0151166801156559
gemma4_E4B_it,50,199,1650,11,49.670738096686904,46.49672350941571,54.041255967788594,0.22,3,False,3.9728998876545973,12.502388557797271,0.0299898984415809
gemma4_E4B_it,50,399,1650,11,50.46807973587264,46.70025244356659,54.367444576134574,0.2866666666666667,3,False,3.9728998876545973,12.703083682701727,0.0238454511187283
gemma4_E4B_it,50,799,1650,11,46.51514687540971,43.35340896307009,50.239523873683275,0.32666666666666666,3,False,3.9728998876545973,11.708109489481735,0.0341599104135365
gemma4_E4B_it,100,199,1649,11,75.30003612829393,69.80542784327415,81.37877619783768,0.14666666666666667,4,False,4.642008828197187,16.221433201698183,0.0380825561468805
gemma4_E4B_it,100,399,1650,11,75.85598475491939,69.20073349473267,82.23051203498318,0.34,2,True,4.642008828197187,16.341197865489523,0.0310399672811742
gemma4_E4B_it,100,799,1650,11,84.14554802671363,77.50970083058469,91.89124715124719,0.56,2,True,4.642008828197187,18.12696854766499,0.0313520173700014
llama31_8b_it,2,49,1050,7,0.8218580977370997,0.6740662578378315,0.9623537404470065,0.5866666666666667,6,False,1.0,0.8218580977370997,0.1853710040743198
llama31_8b_it,2,99,1050,7,0.6533168329795614,0.531762804726734,0.7823226779601736,0.6466666666666666,6,False,1.0,0.6533168329795614,0.1526959096184127
llama31_8b_it,2,199,1050,7,0.19210531555089533,0.08636044628102357,0.30601623369454184,0.5866666666666667,6,False,1.0,0.19210531555089533,0.1011119771345302
llama31_8b_it,3,49,1650,11,2.353925424625188,2.061313210661148,2.6972617644770156,0.5066666666666667,10,False,1.3862943611198906,1.6979982683646033,0.114035837914969
llama31_8b_it,5,49,1650,11,3.033491961792698,2.751181112363566,3.26803565912295,0.21333333333333335,10,False,1.8483924814931874,1.641151428695572,0.0611523586963363
llama31_8b_it,10,49,1650,11,3.460745460888186,3.1958254267931716,3.747455805597314,0.13333333333333333,10,False,2.471877649503247,1.4000472319427557,0.0862016872124414
llama31_8b_it,10,99,1650,11,4.206365055492916,3.8543550377345572,4.647537056367542,0.12666666666666668,10,False,2.471877649503247,1.7016882111209004,0.0866185332142037
llama31_8b_it,10,199,1650,11,2.6823190370641927,2.504544577242088,2.9137767418997433,0.1,10,False,2.471877649503247,1.085134224828335,0.1361698970487276
llama31_8b_it,25,49,1500,10,5.606395331517592,5.2720004188356615,5.9665240749100725,0.08666666666666667,9,False,3.3162300838413348,1.6905929895622496,0.0883322072931782
llama31_8b_it,50,99,1650,11,6.882796133939641,6.360135758228211,7.454369918490832,0.02,10,False,3.9728998876545973,1.732436338334944,0.2105228993966914
llama31_8b_it,50,199,1650,11,4.986908172851871,4.6686899917358415,5.3568301865283265,0.05333333333333334,10,False,3.9728998876545973,1.2552312703242805,0.2826831811966756
llama31_8b_it,100,199,1637,11,9.50571460092404,8.73051002614457,10.416374160620043,0.05333333333333334,10,False,4.642008828197187,2.0477588373341735,0.2880115033740967
llama3_70b_awq,2,49,1050,7,5.720574881621588e-06,5.720574881621588e-06,5.720574881621588e-06,0.54,6,False,1.0,5.720574881621588e-06,0.1424283400003166
llama3_70b_awq,2,99,1050,7,5.720574881621588e-06,5.720574881621588e-06,5.720574881621588e-06,0.5866666666666667,6,False,1.0,5.720574881621588e-06,0.2034786437289852
llama3_70b_awq,2,199,1050,7,5.720574881621588e-06,5.720574881621588e-06,5.720574881621588e-06,0.4533333333333333,6,False,1.0,5.720574881621588e-06,0.2473621636273092
llama3_70b_awq,3,49,1650,11,0.33487994273634014,0.23166370851737614,0.4684429111633375,0.37333333333333335,10,False,1.3862943611198906,0.24156481633944898,0.1572304767506162
llama3_70b_awq,5,49,1650,11,0.9091047443161898,0.7798521444517253,1.0445826108996985,0.18666666666666668,10,False,1.8483924814931874,0.4918353398525986,0.1834517070347258
llama3_70b_awq,10,49,1650,11,2.0387930353638866,1.8484545178452025,2.251254047430633,0.12,10,False,2.471877649503247,0.8247952870052473,0.2787626216861761
llama3_70b_awq,10,99,1650,11,1.4052062215563301,1.276143942777902,1.544530523422842,0.12666666666666668,10,False,2.471877649503247,0.5684772552714019,0.2620230334678732
llama3_70b_awq,10,199,1650,11,1.3752251756122604,1.2297651716313698,1.5379816552533645,0.12,10,False,2.471877649503247,0.5563484001275825,0.3146081740876988
llama3_70b_awq,25,49,1500,10,6.256753675000863,5.77952198094064,6.800764830650593,0.03333333333333333,9,False,3.3162300838413348,1.8867067473657892,0.2153476198195894
llama3_70b_awq,50,99,1650,11,5.718151702782449,5.402547027459855,6.136463087526387,0.02666666666666667,10,False,3.9728998876545973,1.4392891501120009,0.2748959780182821
llama3_70b_awq,50,199,1648,11,3.79327480072938,3.571714333624169,4.0979635626634305,0.04666666666666667,10,False,3.9728998876545973,0.9547874117131959,0.406038601511221
llama3_70b_awq,100,199,1649,11,8.453771911441313,7.898732991073791,9.236345378140937,0.03333333333333333,10,False,4.642008828197187,1.821145160278486,0.3491669718096729
