model_label,q,n_display,rel,leader_share,n_valid,k_leader,p_leader,rest_share,lead,beta_eff,beta_eff_ci_lo,beta_eff_ci_hi,at_boundary
llama3_70b_awq,10,199,0.06,0.1507537688442211,150,31,0.20666666666666667,0.0943606923506421,0.056393076493579,7.659590551817173,4.179027289391506,11.14015381424284,False
llama3_70b_awq,10,199,0.1,0.185929648241206,150,39,0.26,0.09045226130653267,0.09547738693467334,6.0721218686916165,4.171577366448005,7.972666370935229,False
llama3_70b_awq,10,199,0.15,0.2311557788944723,150,59,0.3933333333333333,0.08542713567839197,0.14572864321608034,6.062164165580335,4.942209101201918,7.182119229958753,False
llama3_70b_awq,10,199,0.2,0.271356783919598,150,80,0.5333333333333333,0.08096035734226688,0.19039642657733113,6.118468434060179,5.278886166408438,6.958050701711921,False
llama3_70b_awq,10,199,0.25,0.3115577889447236,150,92,0.6133333333333333,0.07649357900614182,0.23506420993858176,5.648257700120746,4.951824863266049,6.344690536975443,False
llama3_70b_awq,10,199,0.4,0.4422110552763819,150,104,0.6933333333333334,0.06197654941373535,0.3802345058626465,3.9540852944498277,3.499747985248194,4.408422603651461,False
llama3_70b_awq,10,199,0.6,0.6130653266331658,150,105,0.7,0.042992741485203795,0.570072585147962,2.6647687359907573,2.3598722177650227,2.969665254216492,False
llama3_70b_awq,10,199,0.8,0.7839195979899497,150,60,0.4,0.024008933556672257,0.7599106644332775,1.1807428002115499,0.9665770429998342,1.3949085574232654,False
llama3_70b_awq,10,199,1.0,0.9547738693467336,150,4,0.02666666666666667,0.005025125628140713,0.9497487437185929,-0.6768755751708493,-1.1707093079042605,-0.18304184243743776,False
llama3_70b_awq,25,49,0.03,0.0612244897959183,150,5,0.03333333333333333,0.0391156462585034,0.022108843537414893,-2.20215417103092,-21.456806521970705,17.052498179908866,False
llama3_70b_awq,25,49,0.1,0.0816326530612244,150,20,0.13333333333333333,0.03826530612244899,0.04336734693877541,15.300745646293786,9.932041046290834,20.669450246296737,False
llama3_70b_awq,25,49,0.15,0.1020408163265306,150,29,0.19333333333333333,0.03741496598639456,0.06462585034013604,13.636415007590958,10.523916643495102,16.748913371686815,False
llama3_70b_awq,25,49,0.2,0.1428571428571428,150,66,0.44,0.03571428571428572,0.10714285714285707,13.713019803684265,12.21363830092165,15.212401306446878,False
llama3_70b_awq,25,49,0.25,0.1632653061224489,150,82,0.5466666666666666,0.034863945578231297,0.1284013605442176,13.099621235173492,11.852028998118676,14.347213472228308,False
llama3_70b_awq,25,49,0.4,0.2244897959183673,150,96,0.64,0.03231292517006803,0.19217687074829926,9.755066055619157,8.890990888283179,10.619141222955133,False
llama3_70b_awq,25,49,0.6,0.3265306122448979,150,111,0.74,0.028061224489795922,0.29846938775510196,7.062328537357647,6.45436326429531,7.670293810419985,False
llama3_70b_awq,25,49,0.8,0.4081632653061224,150,99,0.66,0.02465986394557823,0.38350340136054417,5.002080363866005,4.5634182023295,5.44074252540251,False
llama3_70b_awq,25,49,1.0,0.5102040816326531,150,104,0.6933333333333334,0.02040816326530612,0.4897959183673469,4.070867518100324,3.71815996015436,4.423575076046288,False
llama3_70b_awq,50,99,0.03,0.0303030303030303,150,4,0.02666666666666667,0.019789734075448363,0.010513296227581938,19.445483965204488,-25.166401509775152,64.05736944018413,False
llama3_70b_awq,50,99,0.06,0.0505050505050505,150,9,0.06,0.01937744794887652,0.031127602556173976,19.127916733787114,8.576060775408994,29.679772692165233,False
llama3_70b_awq,50,99,0.1,0.0707070707070707,150,24,0.16,0.01896516182230468,0.05174190888476603,21.74495641922729,17.564306542537725,25.925606295916854,False
llama3_70b_awq,50,99,0.15,0.0909090909090909,150,41,0.2733333333333333,0.01855287569573284,0.07235621521335805,20.18893033221667,17.72000702493145,22.657853639501887,False
llama3_70b_awq,50,99,0.2,0.1212121212121212,150,61,0.4066666666666667,0.017934446505875078,0.10327767470624613,17.025067894124497,15.453406365563563,18.596729422685428,False
llama3_70b_awq,50,99,0.25,0.1414141414141414,150,81,0.54,0.017522160379303237,0.12389198103483817,16.34930901882801,15.057791964667894,17.640826072988123,False
llama3_70b_awq,50,99,0.4,0.2121212121212121,150,96,0.64,0.016079158936301793,0.1960420531849103,11.383176548800565,10.53613756378588,12.230215533815251,False
llama3_70b_awq,50,99,0.6,0.3131313131313131,150,76,0.5066666666666667,0.014017728303442589,0.2991135848278705,6.549872878245326,6.016575366234653,7.083170390255999,False
llama3_70b_awq,50,99,0.8,0.404040404040404,150,79,0.5266666666666666,0.012162440733869307,0.3918779633065347,5.100924579093684,4.693331198952976,5.508517959234392,False
llama3_70b_awq,50,99,1.0,0.5050505050505051,150,66,0.44,0.0101010101010101,0.494949494949495,3.6895387798930748,3.3649642126040837,4.014113347182066,False
llama3_70b_awq,50,199,0.03,0.0402010050251256,150,7,0.04666666666666667,0.019587734591323968,0.020613270433801633,22.81026405958288,5.002431392348472,40.61809672681729,False
llama3_70b_awq,50,199,0.06,0.0653266331658291,150,33,0.22,0.01907496667008512,0.04625166649574397,28.506296130973798,24.35631781893266,32.65627444301494,False
llama3_70b_awq,50,199,0.1,0.0954773869346733,150,58,0.38666666666666666,0.0184596451645985,0.0770177417700748,22.291217120340164,20.16564928612274,24.416784954557585,False
llama3_70b_awq,50,199,0.15,0.1306532663316583,150,88,0.5866666666666667,0.017741770074864115,0.11291149625679418,18.774245466289457,17.340193983837775,20.208296948741136,False
llama3_70b_awq,50,199,0.2,0.1658291457286432,150,86,0.5733333333333334,0.017023894985129732,0.14880525074351347,14.063010099894521,12.979561326371941,15.146458873417101,False
llama3_70b_awq,50,199,0.25,0.2010050251256281,150,96,0.64,0.016306019895395346,0.18469900523023275,12.082259455655716,11.183200678685322,12.981318232626109,False
llama3_70b_awq,50,199,0.4,0.3115577889447236,150,105,0.7,0.014049841041944415,0.2975079479027792,7.954105022122723,7.36987476013202,8.538335284113426,False
llama3_70b_awq,50,199,0.6,0.4623115577889447,150,99,0.66,0.010973233514511332,0.4513383242744334,5.041003488813686,4.668271057399048,5.4137359202283255,False
llama3_70b_awq,50,199,0.8,0.6080402010050251,149,73,0.4899328859060403,0.007999179571326018,0.6000410214336991,3.209626363788971,2.9428690248481124,3.476383702729829,False
llama3_70b_awq,50,199,1.0,0.7537688442211056,149,35,0.2348993288590604,0.005025125628140703,0.7487437185929648,1.8168954904293382,1.5654628863616231,2.068328094497053,False
llama3_70b_awq,100,199,0.03,0.0251256281407035,150,5,0.03333333333333333,0.009847215877366632,0.01527841226333687,43.188121678333395,15.325403428755846,71.05083992791094,False
llama3_70b_awq,100,199,0.06,0.0402010050251256,150,21,0.14,0.00969493934318055,0.03050606568194505,45.88418469487345,38.40293355059322,53.36543583915367,False
llama3_70b_awq,100,199,0.1,0.0603015075376884,150,35,0.23333333333333334,0.009491903964265774,0.050809603573422624,33.60961094410725,29.90823179421726,37.31099009399724,False
llama3_70b_awq,100,199,0.15,0.0854271356783919,150,77,0.5133333333333333,0.009238109740622304,0.07618902593776959,30.50381812251826,28.409572543528252,32.598063701508266,False
llama3_70b_awq,100,199,0.2,0.1105527638190954,150,93,0.62,0.008984315516978834,0.10156844830211656,25.014147717958387,23.397125437612466,26.631169998304305,False
llama3_70b_awq,100,199,0.25,0.1306532663316583,150,100,0.6666666666666666,0.008781280138064057,0.12187198619359424,21.675630332962047,20.288612833759423,23.062647832164668,False
llama3_70b_awq,100,199,0.4,0.2060301507537688,150,94,0.6266666666666667,0.00801989746713365,0.19801025328663513,12.902056741186847,12.069743618753284,13.73436986362041,False
llama3_70b_awq,100,199,0.6,0.3065326633165829,150,105,0.7,0.0070047205725597686,0.29952794274402317,9.074476369871638,8.494186114627913,9.654766625115364,False
llama3_70b_awq,100,199,0.8,0.4020100502512563,149,96,0.6442953020134228,0.006040302522714583,0.3959697477285417,6.547193610523181,6.125332831169464,6.969054389876899,False
llama3_70b_awq,100,199,1.0,0.5025125628140703,150,89,0.5933333333333334,0.005025125628140704,0.4974874371859296,4.995423933434256,4.669149266051302,5.321698600817211,False
qwen25_32b_it,2,24,0.1,0.5416666666666666,150,98,0.6533333333333333,0.45833333333333337,0.08333333333333326,3.775460271482794,1.7659139176448546,5.785006625320733,False
qwen25_32b_it,2,24,0.25,0.625,150,124,0.8266666666666667,0.375,0.25,3.0943219658251717,2.255698659124368,3.9329452725259753,False
qwen25_32b_it,2,24,0.4,0.6666666666666666,150,135,0.9,0.33333333333333337,0.33333333333333326,3.2521974245918335,2.4638814861462857,4.040513363037381,False
qwen25_32b_it,2,24,0.6,0.7916666666666666,150,144,0.96,0.20833333333333337,0.5833333333333333,2.658409140557911,1.9848012690583412,3.3320170120574804,False
qwen25_32b_it,2,24,0.8,0.875,150,148,0.9866666666666667,0.125,0.75,2.7228628175790672,1.8895269881776429,3.556198646980492,False
qwen25_32b_it,2,24,1.0,0.9583333333333334,150,150,1.0,0.04166666666666663,0.9166666666666667,3.1129692353175655,1.598536955004308,4.627401515630823,True
qwen25_32b_it,2,49,0.1,0.5510204081632653,150,88,0.5866666666666667,0.44897959183673475,0.1020408163265305,1.7043963768304888,0.11757157062013561,3.2912211830408427,False
qwen25_32b_it,2,49,0.25,0.6326530612244898,150,134,0.8933333333333333,0.36734693877551017,0.26530612244897966,3.9543071957166367,2.9907795882591657,4.917834803174108,False
qwen25_32b_it,2,49,0.4,0.6938775510204082,150,140,0.9333333333333333,0.30612244897959184,0.3877551020408163,3.3446784039185737,2.5360961291734965,4.153260678663651,False
qwen25_32b_it,2,49,0.6,0.7959183673469388,150,150,1.0,0.20408163265306123,0.5918367346938775,4.821524189184391,2.475894881457822,7.167153496910959,True
qwen25_32b_it,2,49,0.8,0.8775510204081632,150,150,1.0,0.12244897959183676,0.7551020408163265,3.7790324726039826,1.9405662584399146,5.61749868676805,True
qwen25_32b_it,2,49,1.0,0.979591836734694,150,147,0.98,0.020408163265306034,0.9591836734693879,1.9501297357121359,1.397565542012093,2.502693929412179,False
qwen25_32b_it,2,99,0.1,0.5555555555555556,150,103,0.6866666666666666,0.4444444444444444,0.11111111111111116,3.5047885574917252,1.9590356250518572,5.050541489931593,False
qwen25_32b_it,2,99,0.25,0.6262626262626263,150,121,0.8066666666666666,0.3737373737373737,0.2525252525252526,2.8027375188809605,2.006192019171532,3.5992830185903895,False
qwen25_32b_it,2,99,0.4,0.696969696969697,150,137,0.9133333333333333,0.303030303030303,0.39393939393939403,2.945801140186691,2.236277445186124,3.6553248351872587,False
qwen25_32b_it,2,99,0.6,0.797979797979798,150,149,0.9933333333333333,0.202020202020202,0.595959595959596,3.860858450741818,2.5114870339181374,5.2102298675654986,False
qwen25_32b_it,2,99,0.8,0.8888888888888888,150,147,0.98,0.11111111111111116,0.7777777777777777,2.404970490397183,1.7235283506446515,3.0864126301497143,False
qwen25_32b_it,2,99,1.0,0.98989898989899,150,150,1.0,0.010101010101010055,0.9797979797979799,2.912391320670815,1.4955384398622777,4.329244201479352,True
qwen25_32b_it,2,199,0.1,0.5527638190954773,150,95,0.6333333333333333,0.44723618090452266,0.10552763819095468,2.5715690980982133,1.004095791695975,4.139042404500452,False
qwen25_32b_it,2,199,0.25,0.6231155778894473,150,122,0.8133333333333334,0.37688442211055273,0.24623115577889454,2.961052873462502,2.1333374051238754,3.788768341801128,False
qwen25_32b_it,2,199,0.4,0.6984924623115578,150,135,0.9,0.3015075376884422,0.39698492462311563,2.7307480484969395,2.0688287584097496,3.392667338584129,False
qwen25_32b_it,2,199,0.6,0.7989949748743719,150,147,0.98,0.20100502512562812,0.5979899497487438,3.1280335136538517,2.241713344956115,4.014353682351588,False
qwen25_32b_it,2,199,0.8,0.8944723618090452,150,150,1.0,0.10552763819095479,0.7889447236180904,3.6169265690605905,1.8573234578048994,5.376529680316281,True
qwen25_32b_it,2,199,1.0,0.9949748743718592,150,150,1.0,0.005025125628140836,0.9899497487437183,2.882525235241182,1.4802019435297933,4.28484852695257,True
qwen25_32b_it,2,399,0.1,0.5513784461152882,150,98,0.6533333333333333,0.4486215538847118,0.10275689223057638,3.0618061957756795,1.4321131161388145,4.691499275412545,False
qwen25_32b_it,2,399,0.25,0.6265664160401002,150,113,0.7533333333333333,0.3734335839598998,0.25313283208020043,2.187511384525207,1.4583015677009188,2.9167212013494948,False
qwen25_32b_it,2,399,0.4,0.6992481203007519,150,129,0.86,0.3007518796992481,0.3984962406015038,2.2530048756490073,1.6802929764199188,2.825716774878096,False
qwen25_32b_it,2,399,0.6,0.7994987468671679,150,143,0.9533333333333334,0.20050125313283207,0.5989974937343359,2.463643041523654,1.8508229972842132,3.0764630857630952,False
qwen25_32b_it,2,399,0.8,0.8972431077694235,150,147,0.98,0.10275689223057649,0.794486215538847,2.3543927724077576,1.6872816976342488,3.021503847181266,False
qwen25_32b_it,2,399,1.0,0.9974937343358397,150,150,1.0,0.0025062656641603454,0.9949874686716793,2.8679307249808557,1.4727075347426337,4.263153915219077,True
qwen25_32b_it,2,799,0.1,0.5506883604505632,150,101,0.6733333333333333,0.44931163954943676,0.10137672090112648,3.541671709857101,1.8658003109467078,5.217543108767494,False
qwen25_32b_it,2,799,0.25,0.6257822277847309,150,129,0.86,0.3742177722152691,0.25156445556946183,3.568922211091479,2.6617052583867995,4.47613916379616,False
qwen25_32b_it,2,799,0.4,0.6996245306633292,150,134,0.8933333333333333,0.3003754693366708,0.3992490613266584,2.627687853746319,1.9874113993505187,3.267964308142119,False
qwen25_32b_it,2,799,0.6,0.799749687108886,150,145,0.9666666666666667,0.20025031289111395,0.5994993742177721,2.731802680066937,2.0217133713838424,3.4418919887500317,False
qwen25_32b_it,2,799,0.8,0.8986232790988736,150,143,0.9533333333333334,0.10137672090112637,0.7972465581977473,1.8510158396477792,1.3905840361673045,2.311447643128254,False
qwen25_32b_it,2,799,1.0,0.9987484355444304,150,150,1.0,0.0012515644555696204,0.9974968710888608,2.860715872982653,1.469002645078719,4.252429100886587,True
qwen25_32b_it,3,24,0.06,0.375,150,81,0.54,0.3125,0.0625,6.819387585888125,4.259249883805324,9.379525287970928,False
qwen25_32b_it,3,24,0.15,0.4166666666666667,150,106,0.7066666666666667,0.29166666666666663,0.12500000000000006,6.26321190614892,4.86378658758426,7.662637224713581,False
qwen25_32b_it,3,24,0.2,0.4583333333333333,150,118,0.7866666666666666,0.27083333333333337,0.18749999999999994,5.298186804798507,4.263253360415035,6.333120249181979,False
qwen25_32b_it,3,24,0.25,0.5,150,130,0.8666666666666667,0.25,0.25,5.088191042356661,4.156885142356152,6.019496942357171,False
qwen25_32b_it,3,24,0.4,0.5833333333333334,150,142,0.9466666666666667,0.20833333333333331,0.37500000000000006,4.68323068902984,3.760518226131989,5.6059431519276925,False
qwen25_32b_it,3,24,0.6,0.6666666666666666,150,148,0.9866666666666667,0.16666666666666669,0.49999999999999994,4.777441406928547,3.52743766282641,6.027445151030684,False
qwen25_32b_it,3,24,0.8,0.7916666666666666,150,149,0.9933333333333333,0.10416666666666669,0.6875,3.850893429296376,2.681190382940495,5.020596475652257,False
qwen25_32b_it,3,24,1.0,0.9166666666666666,150,148,0.9866666666666667,0.041666666666666685,0.875,2.7299665182448836,2.015678664472234,3.444254372017533,False
qwen25_32b_it,3,49,0.03,0.3673469387755102,150,73,0.4866666666666667,0.3163265306122449,0.05102040816326531,6.273515574110461,3.1461683716509743,9.40086277656995,False
qwen25_32b_it,3,49,0.06,0.3877551020408163,150,100,0.6666666666666666,0.30612244897959184,0.08163265306122447,8.460655877138791,6.389933302603368,10.531378451674215,False
qwen25_32b_it,3,49,0.1,0.4081632653061224,150,103,0.6866666666666666,0.29591836734693877,0.11224489795918363,6.5570422753649025,5.026903008909274,8.08718154182053,False
qwen25_32b_it,3,49,0.15,0.4489795918367347,150,124,0.8266666666666667,0.2755102040816326,0.17346938775510207,6.457358824126707,5.248754646822608,7.665963001430806,False
qwen25_32b_it,3,49,0.2,0.4693877551020408,150,133,0.8866666666666667,0.2653061224489796,0.20408163265306117,6.676367054803414,5.455548919350722,7.897185190256106,False
qwen25_32b_it,3,49,0.25,0.4897959183673469,150,134,0.8933333333333333,0.25510204081632654,0.2346938775510204,5.946791258089997,4.857586136616333,7.0359963795636595,False
qwen25_32b_it,3,49,0.4,0.5918367346938775,150,146,0.9733333333333334,0.20408163265306123,0.3877551020408163,5.384964878942073,4.175392226510408,6.594537531373738,False
qwen25_32b_it,3,49,0.6,0.7142857142857143,150,149,0.9933333333333333,0.14285714285714285,0.5714285714285714,4.633106157122203,3.225807179475283,6.040405134769123,False
qwen25_32b_it,3,49,0.8,0.8367346938775511,150,149,0.9933333333333333,0.08163265306122447,0.7551020408163266,3.506134389173558,2.4411513790623762,4.5711173992847405,False
qwen25_32b_it,3,49,1.0,0.9591836734693876,150,150,1.0,0.0204081632653062,0.9387755102040813,3.4088327697840444,1.9300664670868592,4.88759907248123,True
qwen25_32b_it,3,99,0.03,0.3535353535353535,150,62,0.41333333333333333,0.32323232323232326,0.03030303030303022,5.697634557258901,0.35424490369341693,11.041024210824384,False
qwen25_32b_it,3,99,0.06,0.3737373737373737,150,79,0.5266666666666666,0.31313131313131315,0.06060606060606055,6.593455708292232,3.9579624577905763,9.228948958793886,False
qwen25_32b_it,3,99,0.1,0.3939393939393939,150,100,0.6666666666666666,0.30303030303030304,0.09090909090909088,7.59732364477769,5.737899292133637,9.456747997421743,False
qwen25_32b_it,3,99,0.15,0.4343434343434343,150,105,0.7,0.2828282828282829,0.15151515151515144,5.062681164813236,3.915514398919359,6.209847930707115,False
qwen25_32b_it,3,99,0.2,0.4646464646464646,150,119,0.7933333333333333,0.26767676767676774,0.19696969696969685,5.144131400099809,4.147634612429426,6.140628187770191,False
qwen25_32b_it,3,99,0.25,0.494949494949495,150,129,0.86,0.2525252525252525,0.2424242424242425,5.133098698542211,4.191676601031237,6.074520796053185,False
qwen25_32b_it,3,99,0.4,0.5959595959595959,150,144,0.96,0.20202020202020204,0.39393939393939387,4.816254187306068,3.8187963775855516,5.8137119970265845,False
qwen25_32b_it,3,99,0.6,0.7171717171717171,150,147,0.98,0.14141414141414144,0.5757575757575757,3.850763389443866,2.9302187445150074,4.7713080343727245,False
qwen25_32b_it,3,99,0.8,0.8484848484848485,150,150,1.0,0.07575757575757575,0.7727272727272727,4.1413430528468815,2.3448106418870363,5.937875463806726,True
qwen25_32b_it,3,99,1.0,0.9797979797979798,150,149,0.9933333333333333,0.01010101010101011,0.9696969696969697,2.730223271161298,1.9009220879050774,3.5595244544175184,False
qwen25_32b_it,3,199,0.03,0.3567839195979899,150,68,0.4533333333333333,0.3216080402010051,0.0351758793969848,7.209238847500769,2.655193763528432,11.763283931473106,False
qwen25_32b_it,3,199,0.06,0.3768844221105528,150,74,0.49333333333333335,0.31155778894472363,0.06532663316582915,5.102479132980031,2.6606491646060273,7.5443091013540355,False
qwen25_32b_it,3,199,0.1,0.4020100502512563,150,99,0.66,0.2989949748743719,0.10301507537688442,6.560801960826966,4.9277552404130045,8.193848681240928,False
qwen25_32b_it,3,199,0.15,0.4321608040201005,150,110,0.7333333333333333,0.28391959798994976,0.14824120603015073,5.723309911078757,4.508979254648995,6.9376405675085175,False
qwen25_32b_it,3,199,0.2,0.4673366834170854,150,123,0.82,0.26633165829145733,0.20100502512562807,5.460565800739187,4.432531018493203,6.488600582985169,False
qwen25_32b_it,3,199,0.25,0.5025125628140703,150,129,0.86,0.24874371859296485,0.25376884422110546,4.90362623947147,4.00428991829687,5.80296256064607,False
qwen25_32b_it,3,199,0.4,0.5979899497487438,150,139,0.9266666666666666,0.20100502512562812,0.39698492462311563,4.016354965468229,3.258991222439233,4.773718708497225,False
qwen25_32b_it,3,199,0.6,0.7286432160804021,150,150,1.0,0.13567839195979897,0.5929648241206031,5.396827252612094,3.0556604011956243,7.737994104028563,True
qwen25_32b_it,3,199,0.8,0.8592964824120602,150,147,0.98,0.07035175879396988,0.7889447236180904,2.8102174050351776,2.138420589270651,3.4820142207997047,False
qwen25_32b_it,3,199,1.0,0.9899497487437184,150,146,0.9733333333333334,0.005025125628140781,0.9849246231155777,2.1200075184589733,1.6438107047517552,2.596204332166192,False
qwen25_32b_it,3,399,0.03,0.3533834586466165,150,68,0.4533333333333333,0.32330827067669177,0.030075187969924755,8.43191126510453,3.105509288749958,13.7583132414591,False
qwen25_32b_it,3,399,0.06,0.3734335839598997,150,69,0.46,0.31328320802005016,0.06015037593984951,4.437801963347217,1.7776588822768014,7.097945044417634,False
qwen25_32b_it,3,399,0.1,0.3984962406015037,150,95,0.6333333333333333,0.30075187969924816,0.09774436090225552,6.322054775774394,4.629765272573214,8.014344278975575,False
qwen25_32b_it,3,399,0.15,0.4335839598997493,150,106,0.7066666666666667,0.28320802005012535,0.15037593984962394,5.2062948969862965,4.043022600929421,6.3695671930431725,False
qwen25_32b_it,3,399,0.2,0.4661654135338345,150,111,0.74,0.2669172932330828,0.19924812030075173,4.343506721519903,3.4327878522358204,5.254225590803985,False
qwen25_32b_it,3,399,0.25,0.4987468671679197,150,122,0.8133333333333334,0.25062656641604014,0.24812030075187957,4.3353045211352494,3.513891134937163,5.156717907333336,False
qwen25_32b_it,3,399,0.4,0.5989974937343359,150,143,0.9533333333333334,0.20050125313283207,0.3984962406015038,4.57291540531989,3.6517582319033712,5.494072578736407,False
qwen25_32b_it,3,399,0.6,0.7293233082706767,150,145,0.9666666666666667,0.13533834586466165,0.5939849624060151,3.340636064975304,2.6239544599900553,4.057317669960553,False
qwen25_32b_it,3,399,0.8,0.8621553884711779,150,149,0.9933333333333333,0.06892230576441105,0.7932330827067668,3.3375930610548568,2.3238042240769814,4.351381898032733,False
qwen25_32b_it,3,399,1.0,0.9949874686716792,150,150,1.0,0.002506265664160401,0.9924812030075187,3.224372122068457,1.825625640945795,4.623118603191118,True
qwen25_32b_it,3,799,0.03,0.3541927409261577,150,61,0.4066666666666667,0.32290362953692114,0.03128911138923657,5.0807727668638885,-0.10689607025351212,10.26844160398129,False
qwen25_32b_it,3,799,0.06,0.3742177722152691,150,76,0.5066666666666667,0.31289111389236546,0.06132665832290363,5.867259163362557,3.266163082806636,8.468355243918479,False
qwen25_32b_it,3,799,0.1,0.4005006257822278,150,81,0.54,0.2997496871088861,0.10075093867334167,4.2303499077054445,2.6421899512115323,5.818509864199357,False
qwen25_32b_it,3,799,0.15,0.4330413016270338,150,97,0.6466666666666666,0.2834793491864831,0.1495619524405507,4.323686216840028,3.2088418994194243,5.438530534260631,False
qwen25_32b_it,3,799,0.2,0.4668335419274093,150,118,0.7866666666666666,0.2665832290362954,0.2002503128911139,4.960841316836726,3.991804025357358,5.929878608316094,False
qwen25_32b_it,3,799,0.25,0.5006257822277848,150,128,0.8533333333333334,0.24968710888610762,0.25093867334167713,4.852900398434392,3.960408815861086,5.745391981007698,False
qwen25_32b_it,3,799,0.4,0.5994993742177722,150,141,0.94,0.2002503128911139,0.3992490613266583,4.250673862273287,3.4279944615729434,5.073353262973632,False
qwen25_32b_it,3,799,0.6,0.7321652065081352,150,145,0.9666666666666667,0.1339173967459324,0.5982478097622028,3.3168321807233485,2.60525732955347,4.028407031893228,False
qwen25_32b_it,3,799,0.8,0.8648310387984981,150,147,0.98,0.06758448060075095,0.7972465581977471,2.780954236960531,2.11615293090159,3.445755543019472,False
qwen25_32b_it,3,799,1.0,0.9974968710888612,150,150,1.0,0.0012515644555693983,0.9962453066332918,3.2121895092975774,1.8187278979415031,4.6056511206536515,True
qwen25_32b_it,5,24,0.06,0.25,150,55,0.36666666666666664,0.1875,0.0625,6.7484090750847585,4.101820979852841,9.394997170316676,False
qwen25_32b_it,5,24,0.15,0.2916666666666667,150,83,0.5533333333333333,0.17708333333333331,0.11458333333333337,6.977512996792216,5.577609903859373,8.37741608972506,False
qwen25_32b_it,5,24,0.2,0.3333333333333333,150,100,0.6666666666666666,0.16666666666666669,0.16666666666666663,6.223436257013122,5.209204791934548,7.237667722091696,False
qwen25_32b_it,5,24,0.25,0.375,150,117,0.78,0.15625,0.21875,6.0369994419956186,5.15954384038146,6.914455043609777,False
qwen25_32b_it,5,24,0.4,0.4583333333333333,150,139,0.9266666666666666,0.13541666666666669,0.32291666666666663,6.01085717730907,5.079774890531326,6.941939464086815,False
qwen25_32b_it,5,24,0.6,0.5833333333333334,150,140,0.9333333333333333,0.10416666666666666,0.47916666666666674,4.15317557502283,3.4988481264269913,4.807503023618668,False
qwen25_32b_it,5,24,0.8,0.7083333333333334,150,148,0.9866666666666667,0.07291666666666666,0.6354166666666667,4.304725445892584,3.3211159423368035,5.2883349494483625,False
qwen25_32b_it,5,24,1.0,0.8333333333333334,150,148,0.9866666666666667,0.04166666666666666,0.7916666666666667,3.455108581571679,2.6656325326650663,4.2445846304782915,False
qwen25_32b_it,5,49,0.03,0.2244897959183673,150,36,0.24,0.19387755102040818,0.030612244897959107,3.9695193789960297,-2.115615300956904,10.054654058948964,False
qwen25_32b_it,5,49,0.06,0.2448979591836734,150,73,0.4866666666666667,0.18877551020408165,0.05612244897959176,11.878507221452674,9.035464310125864,14.721550132779486,False
qwen25_32b_it,5,49,0.1,0.2857142857142857,150,94,0.6266666666666667,0.17857142857142858,0.10714285714285712,8.869716601513566,7.331522301102872,10.407910901924259,False
qwen25_32b_it,5,49,0.15,0.3061224489795918,150,106,0.7066666666666667,0.17346938775510207,0.13265306122448972,8.51450443828936,7.195815195795737,9.833193680782985,False
qwen25_32b_it,5,49,0.2,0.3469387755102041,150,128,0.8533333333333334,0.163265306122449,0.18367346938775508,8.517038325333042,7.297696988524331,9.736379662141754,False
qwen25_32b_it,5,49,0.25,0.3877551020408163,150,141,0.94,0.15306122448979592,0.2346938775510204,8.707730943488597,7.308231382913195,10.107230504063999,False
qwen25_32b_it,5,49,0.4,0.4897959183673469,150,148,0.9866666666666667,0.12755102040816327,0.3622448979591837,7.5509532616038335,5.825595981012152,9.276310542195516,False
qwen25_32b_it,5,49,0.6,0.6326530612244898,150,148,0.9866666666666667,0.09183673469387754,0.5408163265306123,5.057713977112002,3.9020501382251203,6.213377815998882,False
qwen25_32b_it,5,49,0.8,0.7755102040816326,150,147,0.98,0.056122448979591844,0.7193877551020408,3.563696721302347,2.8269444630356224,4.3004489795690715,False
qwen25_32b_it,5,49,1.0,0.9183673469387756,150,149,0.9933333333333333,0.02040816326530609,0.8979591836734695,3.3342972346168254,2.4387433397506038,4.2298511294830465,False
qwen25_32b_it,5,99,0.03,0.2222222222222222,150,49,0.32666666666666666,0.19444444444444445,0.027777777777777762,12.027748179828485,5.911551685181785,18.143944674475186,False
qwen25_32b_it,5,99,0.06,0.2424242424242424,150,61,0.4066666666666667,0.1893939393939394,0.05303030303030301,9.53316172900036,6.472316536351077,12.594006921649642,False
qwen25_32b_it,5,99,0.1,0.2828282828282828,150,84,0.56,0.17929292929292928,0.10353535353535354,7.851636626063405,6.300011865364812,9.403261386761997,False
qwen25_32b_it,5,99,0.15,0.3131313131313131,150,106,0.7066666666666667,0.1717171717171717,0.14141414141414138,7.9870023411650175,6.750010318505183,9.223994363824852,False
qwen25_32b_it,5,99,0.2,0.3535353535353535,150,115,0.7666666666666667,0.16161616161616163,0.19191919191919185,6.6851891385641204,5.705268342732362,7.665109934395879,False
qwen25_32b_it,5,99,0.25,0.3939393939393939,150,140,0.9333333333333333,0.15151515151515152,0.2424242424242424,8.209011097506064,6.915691999890852,9.502330195121278,False
qwen25_32b_it,5,99,0.4,0.5050505050505051,150,145,0.9666666666666667,0.12373737373737373,0.3813131313131314,6.112722029057063,4.99632172380593,7.229122334308197,False
qwen25_32b_it,5,99,0.6,0.6565656565656566,150,148,0.9866666666666667,0.08585858585858586,0.5707070707070707,4.792816550100537,3.6976805265066295,5.887952573694444,False
